,observations,annualized_geometric_return,annualized_volatility,sharpe_ratio,max_drawdown,period_VaR_95_loss,period_ES_95_loss,period_VaR_99_loss,period_ES_99_loss,skewness,excess_kurtosis,average_daily_turnover
SPY_buy_and_hold,4188.0,0.14223658196050093,0.17077159415548837,0.8329053942718004,-0.33717274248906437,0.016373363459524424,0.025955563525086132,0.03030994650829623,0.04383870972178542,-0.3304189997710153,12.037447564115265,0.0
SPY_vol_target_net,4188.0,0.09861169408027948,0.11065884860199328,0.8911324790207803,-0.14376206363664834,0.011392207825397255,0.017292790154227907,0.02094463477788718,0.027602153020728135,-0.7741752795165644,3.6124822177477496,0.029941757573373674
inverse_vol_net,4188.0,0.09123587646915032,0.0884413782609671,1.0315971806764181,-0.21994331047668192,0.008984622798195127,0.012720911974694814,0.0146344008183545,0.019785147866837206,-0.14381639884906347,4.6459419815381935,0.005208429086015772
