Date,weight_SPY,weight_TLT,weight_GLD,turnover,gross_strategy_return,cost,net_strategy_return
2010-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-07,0.3426199230852996,0.39711830116342495,0.26026177575127546,0.5,0.00654205657790644,0.0001,0.0064420565779064395
2010-04-08,0.34491124176509874,0.39456419831437595,0.2605245599205253,0.0025541028490490003,0.0017431456063792994,5.108205698098e-07,0.0017426347858094896
2010-04-09,0.33990544224690233,0.39906908658844464,0.2610254711646531,0.005005799518196435,0.005470284103607417,1.001159903639287e-06,0.005469282943703777
2010-04-12,0.3396087661184639,0.3994677132466047,0.2609235206349313,0.00039862665816012277,0.001203121273789196,7.972533163202456e-08,0.001203041548457564
2010-04-13,0.34031948601294526,0.39859262324645844,0.2610878907405963,0.0008750900001462947,0.0008088484916764651,1.7501800002925894e-07,0.0008086734736764358
2010-04-14,0.33894837147321394,0.39838112868604936,0.2626704998407368,0.001582609100140464,0.0018426425116859536,3.165218200280928e-07,0.0018423259898659255
2010-04-15,0.3316671662575683,0.4038637787998458,0.264469054942586,0.007281205215645625,0.0021780254581066204,1.4562410431291251e-06,0.0021765692170634915
2010-04-16,0.3297200716361932,0.40786570622006585,0.262414222143741,0.004001927420220069,-0.00783955698013028,8.003854840440139e-07,-0.007840357365614324
2010-04-19,0.3227217258766293,0.4204317222700534,0.25684655185331734,0.012566016049987555,-2.0566837938616598e-05,2.5132032099975113e-06,-2.308004114861411e-05
2010-04-20,0.3244208827686818,0.41914698303414205,0.25643213419717614,0.0016991568920525224,0.005108678318355787,3.398313784105045e-07,0.005108338486977376
2010-04-21,0.3259675687910171,0.4177816313816175,0.2562507998273654,0.0015466860223352918,0.004797496032251804,3.0933720446705837e-07,0.004797186695047337
2010-04-22,0.325069631149238,0.41404939435638033,0.2608809744943817,0.00463017466701629,-0.0013545101538698645,9.260349334032581e-07,-0.0013554361888032677
2010-04-23,0.3337517812379657,0.406843577008396,0.2594046417536383,0.008682150088727691,0.0038702789584282348,1.7364300177455384e-06,0.0038685425284104894
2010-04-26,0.35006073357702483,0.39793359460501565,0.25200567181795963,0.016308952339059102,-0.0018599090329682057,3.2617904678118206e-06,-0.0018631708234360177
2010-04-27,0.3491404577611711,0.3991919638568311,0.2516675783819979,0.0012583692518154665,0.0015585832247355796,2.5167385036309334e-07,0.0015583315508852166
2010-04-28,0.3384189658544367,0.40321290280740585,0.25836813133815745,0.010721491906734354,-0.001588238232869027,2.144298381346871e-06,-0.001590382531250374
2010-04-29,0.3387581674626619,0.4000726916404581,0.2611691408968798,0.003140211166947654,0.0058073962029304696,6.280422333895308e-07,0.00580676816069708
2010-04-30,0.34052527321721854,0.3985835136494377,0.26089121313334374,0.0017671057545565472,0.0012845969623299885,3.5342115091130945e-07,0.0012842435411790773
2010-05-03,0.3370416236957301,0.3996066895816196,0.26335168672265036,0.003483649521488469,0.004690676622615554,6.967299042976938e-07,0.004689979892711257
2010-05-04,0.3340914822861258,0.3984950332180854,0.2674134844957888,0.004061797773138476,-0.0026719628906303645,8.123595546276952e-07,-0.002672775250184992
2010-05-05,0.3284831909040597,0.39472925359507005,0.27678755550087014,0.009374071005081391,0.0008995929495333748,1.8748142010162783e-06,0.0008977181353323585
2010-05-06,0.3256879773882992,0.39908099294414334,0.27523102966755764,0.004351739349073153,0.009640017968210448,8.703478698146306e-07,0.009639147620340634
2010-05-07,0.3272756214786688,0.37113473037179084,0.30158964814954037,0.027946262572352415,-0.010067834375033155,5.589252514470483e-06,-0.010073423627547625
2010-05-10,0.3248477485755853,0.36900672629186254,0.3061455251325521,0.00455587698301177,0.004850536847532405,9.11175396602354e-07,0.0048496256721358025
2010-05-11,0.3003292887314699,0.37334980478666946,0.3263209064818607,0.024518459844115437,0.006765994286153756,4.903691968823087e-06,0.006761090594184933
2010-05-12,0.30420329408462404,0.37955699227714207,0.3162397136382338,0.010081192843626824,0.0033071865027706543,2.0162385687253647e-06,0.003305170264201929
2010-05-13,0.3015238126172292,0.3815643330912095,0.3169118542915613,0.002679481467394912,-0.0034287187623130385,5.358962934789824e-07,-0.0034292546586065175
2010-05-14,0.2983455424942843,0.38054647215085785,0.32110798535485785,0.004196131063296554,0.0007026723574446396,8.392262126593109e-07,0.0007018331312319804
2010-05-17,0.2964612041085054,0.37668730728227484,0.32685148860921975,0.0057435032543619036,-0.003975731642842347,1.1487006508723808e-06,-0.0039768803434932195
2010-05-18,0.2965345110893502,0.37047523709003694,0.3329902518206129,0.006212070192237934,0.0020119735720353048,1.2424140384475869e-06,0.0020107311579968573
2010-05-19,0.2943145699861042,0.3704751260082952,0.33521030400560065,0.0022200521849877197,-0.008463951810816692,4.44010436997544e-07,-0.00846439582125369
2010-05-20,0.2987203130592796,0.37716933787423107,0.3241103490664893,0.011099954939111312,-0.005524351594968153,2.2199909878222623e-06,-0.005526571585955976
2010-05-21,0.2853854448849355,0.37818215786692133,0.33643239724814317,0.013334868174344122,0.0027504291196250668,2.6669736348688245e-06,0.0027477621459901977
2010-05-24,0.2827078370349521,0.38044655662450083,0.33684560634054705,0.0026776078499833877,-0.00020547464166246945,5.355215699966776e-07,-0.00020601016323246613
2010-05-25,0.2808907455862802,0.3847604920173116,0.33434876239640826,0.004313935392810747,0.003657566234436043,8.627870785621495e-07,0.0036567034473574812
2010-05-26,0.2817439879212273,0.38369687630798377,0.3345591357707889,0.001063615709327781,0.000375936218606271,2.127231418655562e-07,0.00037572349546440546
2010-05-27,0.2814793321221213,0.38394573885678873,0.33457492902109004,0.00026465579910606163,0.001339449468173431,5.2931159821212326e-08,0.0013393965370136097
2010-05-28,0.2749024905423902,0.3767857053351336,0.34831180412247614,0.013736875101386159,-0.0011664903151663857,2.747375020277232e-06,-0.0011692376901866629
2010-06-01,0.2745282165339996,0.37677724094498866,0.34869454252101173,0.00038273839853555924,0.0010509431335116197,7.654767970711186e-08,0.0010508665858319126
2010-06-02,0.2714389312660588,0.3761817810152744,0.3523792877186668,0.003684745197655076,0.0031126404542590413,7.369490395310152e-07,0.0031119035052195104
2010-06-03,0.26604541950833943,0.3771529404541437,0.3568016400375169,0.005393511757719405,-0.007257233780106337,1.078702351543881e-06,-0.007258312482457881
2010-06-04,0.2679195764001192,0.3782077963947751,0.3538726272051056,0.002929012832411232,0.004443023444904828,5.858025664822464e-07,0.004442437642338346
2010-06-07,0.2643152862081496,0.37417218297889454,0.3615125308129559,0.007639903607850246,0.006554619839954867,1.5279807215700492e-06,0.006553091859233297
2010-06-08,0.2648046758214025,0.37711264477690076,0.35808267940169686,0.003429851411259094,-0.0004826160310300734,6.859702822518188e-07,-0.00048330200131232526
2010-06-09,0.2642849870481028,0.3770593321749566,0.3586556807769405,0.0005730013752437424,-0.003140132768498797,1.1460027504874848e-07,-0.0031402473687738458
2010-06-10,0.26329556925394004,0.37577729352067,0.36092713722539,0.0022714564484494215,-0.00377819282817783,4.5429128968988434e-07,-0.0037786471194675196
2010-06-11,0.26111737023303216,0.3745077877176964,0.36437484204927145,0.0034477048238814867,0.009203206191651995,6.895409647762974e-07,0.009202516650687219
2010-06-14,0.2616279685548855,0.3726888886854138,0.3656831427597006,0.0018188990322825505,-0.003567808964760737,3.6377980645651013e-07,-0.0035681727445671936
2010-06-15,0.26203251608225353,0.37228764604889714,0.36567983786884933,0.00040454752736795996,0.008671511327695294,8.0909505473592e-08,0.00867143041818982
2010-06-16,0.25724720325387584,0.37225743484098445,0.37049536190513976,0.004815524036290403,8.660159706383279e-06,9.631048072580807e-07,7.697054899125198e-06
2010-06-17,0.257395287970972,0.3716201704955013,0.37098454153352667,0.0006372643454831128,0.008278567873397378,1.2745286909662258e-07,0.00827844042052828
2010-06-18,0.2582891429938428,0.3722242779762932,0.36948657902986387,0.0014979625036627697,0.0024902932167972466,2.9959250073255397e-07,0.002489993624296514
2010-06-21,0.25567227793542696,0.36796667141424577,0.37636105065032727,0.0068744716204633405,-0.009263178567350296,1.374894324092668e-06,-0.009264553461674388
2010-06-22,0.2590852042132781,0.3720289170324415,0.36888587875428025,0.007475171896046934,0.0033992379569124436,1.4950343792093867e-06,0.0033977429225332343
2010-06-23,0.2585675116106315,0.37176838949816565,0.3696640988912028,0.0007782201369224695,0.0002028541772790169,1.556440273844939e-07,0.00020269853325163243
2010-06-24,0.253198152524957,0.3742891933442649,0.37251265413077794,0.0053693590856744855,-0.005342851287055841,1.0738718171348971e-06,-0.005343925158872976
2010-06-25,0.2514981834393268,0.3751690100100777,0.37333280655059553,0.0016999690856302763,0.007068679300188218,3.399938171260553e-07,0.0070683393063710916
2010-06-28,0.2504501093785221,0.37385582417937313,0.3756940664421049,0.0023612598915093153,-0.002390398924750211,4.722519783018631e-07,-0.002390871176728513
2010-06-29,0.25266966351044046,0.3759103860910898,0.37141995039846976,0.00427411604363509,-0.003150815945189502,8.548232087270181e-07,-0.0031516707683982292
2010-06-30,0.2471451753730357,0.37644501905834754,0.3764098055686167,0.0055244881374047206,0.0014573680219078383,1.1048976274809442e-06,0.0014562631242803574
2010-07-01,0.2464281972608326,0.376099173987514,0.3774726287516533,0.001062823183036632,-0.014899006299103982,2.1256463660732638e-07,-0.01489921886374059
2010-07-02,0.2559723675623229,0.3904289574010118,0.3535986750366653,0.023873953714988044,-0.00012677286005708006,4.774790742997609e-06,-0.00013154765080007768
2010-07-06,0.25515296443193064,0.39580735346550644,0.34903968210256286,0.005378396064494667,-0.0009006899644882762,1.0756792128989335e-06,-0.0009017656437011752
2010-07-07,0.25675669367732173,0.3980143585600588,0.3452289477626194,0.0038107343399434446,0.007041313477047435,7.62146867988689e-07,0.007040551330179446
2010-07-08,0.25053193959455805,0.39936358260106397,0.350104477804378,0.0062247540827637116,-0.0016124847726691647,1.2449508165527424e-06,-0.0016137297234857175
2010-07-09,0.25060500152766907,0.39860820897196386,0.350786789500367,0.0007553736291000812,0.0030358332202511497,1.5107472582001625e-07,0.0030356821455253297
2010-07-12,0.25106921699056883,0.3977022403424818,0.35122854266694936,0.0009059686294820846,-0.003024563789186313,1.811937258964169e-07,-0.0030247449829122097
2010-07-13,0.25130094563109123,0.39820086629642726,0.3504981880724815,0.0007303545944678524,0.00342567757922192,1.460709188935705e-07,0.0034255315083030263
2010-07-14,0.2508460154159975,0.3975110353097157,0.35164294927428674,0.001144761201805261,0.0038014248067945403,2.2895224036105224e-07,0.0038011958545541794
2010-07-15,0.25166248781629275,0.39717571427339227,0.351161797910315,0.0008164724002952262,0.003819908426664475,1.6329448005904524e-07,0.003819745132184416
2010-07-16,0.2520384373104395,0.39586513423970177,0.35209642844985867,0.0013105800336904727,-0.009651528831131061,2.6211600673809454e-07,-0.009651790947137799
2010-07-19,0.24770229259969445,0.3951685526543268,0.3571291547459786,0.005032726296119977,-0.0038450104923771385,1.0065452592239955e-06,-0.0038460170376363625
2010-07-20,0.24830388242402665,0.395060415614224,0.3566357019617493,0.0006015898243321577,0.006180711038694548,1.2031796486643154e-07,0.006180590720729681
2010-07-21,0.24826847100317875,0.3956562965504981,0.35607523244632316,0.0005958809362740791,0.0010348365257579302,1.1917618725481583e-07,0.0010347173495706752
2010-07-22,0.24893511330305446,0.392849937092584,0.35821494960436157,0.0028063594579141177,0.004136475380436754,5.612718915828236e-07,0.004135914108545171
2010-07-23,0.24732945980707277,0.3920025652923715,0.36066797490055574,0.002453025296194178,-0.0043894099378325195,4.906050592388356e-07,-0.004389900542891758
2010-07-26,0.2475608614015528,0.3892978114130779,0.36314132718536923,0.002704753879293559,0.0001326595652319199,5.409507758587118e-07,0.00013211861445606117
2010-07-27,0.2470172739843085,0.38953687193860353,0.363445854077088,0.0005435874172443622,-0.010100407238881767,1.0871748344887244e-07,-0.010100515956365215
