Date,weight_SPY,weight_TLT,weight_GLD,turnover,gross_strategy_return,cost,net_strategy_return
2010-07-28,0.2497636470267193,0.3889216388605907,0.36131471411269,0.0027463730424108074,0.0005089066122873165,5.492746084821615e-07,0.0005083573376788343
2010-07-29,0.24930179896839513,0.39043443420074997,0.36026376683085487,0.001512795340159273,0.0002819290408974022,3.025590680318546e-07,0.00028162648182937034
2010-07-30,0.25030317677568853,0.3901824307225263,0.359514392501785,0.001001377807293466,0.009802723860342432,2.002755614586932e-07,0.009802523584780974
2010-08-02,0.25247571246560363,0.3880095060588662,0.3595147814755303,0.0021729246636602306,0.0004096219671000216,4.345849327320461e-07,0.00040918738216728955
2010-08-03,0.2520015236559435,0.38513621030523226,0.3628622660388242,0.0033474845632939787,0.002429718071975298,6.694969126587958e-07,0.0024290485750626395
2010-08-04,0.252830447941548,0.3875661755053898,0.35960337655306224,0.003258889485762001,0.0009872532570579637,6.517778971524002e-07,0.0009866014791608112
2010-08-05,0.2532699942257409,0.38702106333372865,0.3597089424405305,0.000545112171661144,0.002338500269891688,1.090224343322288e-07,0.002338391247457356
2010-08-06,0.24818429987671736,0.3918124644717129,0.36000323565156983,0.0050856943490235895,0.005908400539238018,1.017138869804718e-06,0.005907383400368214
2010-08-09,0.2491966074340903,0.39302858740723806,0.3577748051586717,0.002228430492898101,-0.0014582506910024824,4.456860985796202e-07,-0.001458696377101062
2010-08-10,0.25779573778771653,0.39527793618626306,0.34692632602602025,0.010848479132651342,0.00041561040958997735,2.1696958265302685e-06,0.00041344071376344705
2010-08-11,0.25316062070161616,0.38892026170086835,0.35791911759751555,0.010992791571495186,-0.002909207001048645,2.1985583142990376e-06,-0.002911405559362944
2010-08-12,0.2500022576668652,0.3890929436299059,0.36090479870322895,0.0031583630347509495,0.001904967354528813,6.316726069501899e-07,0.0019043356819218628
2010-08-13,0.2513881397640349,0.39008785857508205,0.3585240016608832,0.0023807970423458114,0.0040340509645131264,4.761594084691623e-07,0.004033574805104657
2010-08-16,0.2522686990009861,0.3917617533990726,0.3559695475999412,0.002554454060941874,0.012656303511622308,5.108908121883749e-07,0.01265579262081012
2010-08-17,0.25661081903070815,0.3813119067842226,0.3620772741850692,0.010449846614850017,0.0010307924490242793,2.0899693229700033e-06,0.0010287024797013093
2010-08-18,0.25563071692550776,0.3838102199899416,0.3605590630845506,0.0024983132057189716,0.002912435622760608,4.996626411437944e-07,0.002911935960119464
2010-08-19,0.25172692184991485,0.3776385051799754,0.37063457297010977,0.010075509885559136,0.002033942315762229,2.0151019771118273e-06,0.002031927213785117
2010-08-20,0.25804901800273866,0.3765423120322033,0.36540866996505805,0.0063220961528238084,-0.0025378696458109975,1.2644192305647618e-06,-0.002539134065041562
2010-08-23,0.2595078757950425,0.3754191298959276,0.3650729943090299,0.0014588577923038415,-0.0014967396354757271,2.917715584607683e-07,-0.0014970314070341878
2010-08-24,0.2591275939907035,0.37326852328346166,0.36760388272583483,0.002530888416804905,0.003916687718319311,5.06177683360981e-07,0.0039161815406359496
2010-08-25,0.2590556560734445,0.37024661747675613,0.3706977264497994,0.0030938437239645677,0.0028838070688098523,6.187687447929136e-07,0.0028831883000650592
2010-08-26,0.2590825175673595,0.36987517064644404,0.37104231178619634,0.0003714468303120111,0.0005190152037622092,7.428936606240222e-08,0.0005189409143961468
2010-08-27,0.26362691746419425,0.37651782441747184,0.3598552581183338,0.011187053667862545,-0.006429654504728988,2.2374107335725094e-06,-0.00643189191546256
2010-08-30,0.27017272715864027,0.3592394172619422,0.37058785557941765,0.01727840715552975,0.002663306953118121,3.4556814311059506e-06,0.0026598512716870153
2010-08-31,0.2722659157416756,0.3532876010043315,0.37444648325399277,0.00595181625761057,0.007538912371092824,1.1903632515221141e-06,0.0075377220078413016
2010-09-01,0.2790665877723174,0.3519424472237244,0.3689909650039581,0.0068006720306417745,-0.00010834969583000081,1.360134406128355e-06,-0.00010970983023612917
2010-09-02,0.27184408345016936,0.34620704797698726,0.38194886857284344,0.012957903568885265,0.0007565059040518167,2.5915807137770533e-06,0.0007539143233380397
2010-09-03,0.2784062915342317,0.3483494243511934,0.3732442841145747,0.008704584458268605,-0.002018891860976344,1.740916891653721e-06,-0.002020632777867998
2010-09-07,0.2763778901021007,0.34173646357856485,0.3818856463193344,0.00864136220475964,0.0065113852365750475,1.728272440951928e-06,0.006509656964134095
2010-09-08,0.27848288612716815,0.336832626215431,0.3846844876574007,0.004903837363133823,-0.0006896498657381646,9.807674726267645e-07,-0.0006906306332107913
2010-09-09,0.27882689300432645,0.3353969251329658,0.3857761818627076,0.001435701082465185,-0.008948464428028696,2.87140216493037e-07,-0.008948751568245188
2010-09-10,0.28666218098047525,0.32934178092053856,0.3839960380989862,0.007835287976148742,0.0004784455567421527,1.5670575952297484e-06,0.00047687849914692293
2010-09-13,0.28524463641665965,0.33007842467383197,0.38467693890950827,0.0014175445638155426,0.004438134263012235,2.8350891276310855e-07,0.004437850754099472
2010-09-14,0.28380027702007155,0.3308346036005007,0.38536511937942786,0.0014443593965882129,0.010614014084546304,2.888718793176426e-07,0.010613725212666986
2010-09-15,0.2920886717033372,0.33059810626506525,0.3773132220315976,0.00828839468326567,-0.004032588318219683,1.6576789366531343e-06,-0.004034245997156336
2010-09-16,0.29318201567393287,0.3266549532474404,0.38016303107862676,0.003943153017624823,-0.0011876614911268653,7.886306035249647e-07,-0.0011884501217303903
2010-09-17,0.2922247825133735,0.3241636148285101,0.3836116026581163,0.0034485715794896066,0.00114462294617984,6.897143158979214e-07,0.001143933231863942
2010-09-20,0.291705163235717,0.32347323188465893,0.384821604879624,0.0012100022215077166,0.007357148762485159,2.4200044430154335e-07,0.007356906762040857
2010-09-21,0.2848578791218645,0.31930586692503654,0.39583625395309885,0.011014649073474853,0.007474199647524358,2.2029298146949707e-06,0.007471996717709663
2010-09-22,0.28842180269081136,0.31725662135977245,0.39432157594941625,0.003563923568946775,0.002023188766711343,7.127847137893551e-07,0.0020224759819975533
2010-09-23,0.2881454288718109,0.3166245400523009,0.3952300310758882,0.000908455126472002,-0.0011160665444485043,1.816910252944004e-07,-0.0011162482354737987
2010-09-24,0.2903642219659523,0.31609825608368675,0.393537521950361,0.002218793094141386,0.002954855522026122,4.4375861882827716e-07,0.0029544117634072936
2010-09-27,0.2858091727223053,0.313471938788692,0.4007188884890028,0.007181366538641737,0.004177332269203563,1.4362733077283475e-06,0.004175895995895834
2010-09-28,0.2842061666877635,0.3080186036055878,0.40777522970664876,0.007056341217646006,0.006737331954012798,1.4112682435292012e-06,0.006735920685769268
2010-09-29,0.29699471621002765,0.3044682901929713,0.3985369935970011,0.012788549522264159,-0.0014697574744915896,2.557709904452832e-06,-0.0014723151843960424
2010-09-30,0.2983281318475615,0.3038678179909364,0.39780405016150205,0.001333415637533919,-0.0012118613817082293,2.666831275067838e-07,-0.0012121280648357362
2010-10-01,0.2734782279297612,0.2782473733989894,0.44827439867124935,0.0504703485097473,0.0033098882342738525,1.009406970194946e-05,0.003299794164571903
2010-10-04,0.27220630898031095,0.27692134662295187,0.4508723443967371,0.0025979457254877714,-0.002901778464762873,5.195891450975542e-07,-0.0029022980539079707
2010-10-05,0.2643492908068145,0.2709501858100656,0.46470052338311996,0.013828178986382778,0.012846789190440574,2.765635797276556e-06,0.012844023554643298
2010-10-06,0.2763713298631173,0.27543442719082467,0.44819424294605786,0.016506280437061982,0.006242594756263389,3.3012560874123967e-06,0.006239293500175977
2010-10-07,0.2772781521047613,0.2736219504205031,0.44909989747473567,0.0018124767703217026,-0.007521870504843606,3.624953540643405e-07,-0.007522233000197671
2010-10-08,0.2799514799759335,0.2749185163681106,0.4451300036559559,0.003969893818779741,0.004766576355715634,7.939787637559482e-07,0.004765782376951878
2010-10-11,0.2789978547754501,0.2738273497654358,0.44717479545911404,0.002044791803158169,0.0024558438320485447,4.0895836063163386e-07,0.002455434873687913
2010-10-12,0.2803357225667446,0.27320550740030863,0.44645877003294676,0.0013378677912944947,-0.0029482400057653495,2.6757355825889895e-07,-0.0029485075793236086
2010-10-13,0.28076834987715343,0.27303167499045994,0.4461999751323865,0.000432627310408884,0.008895066616173881,8.65254620817768e-08,0.0088949800907118
2010-10-14,0.28383181295633647,0.27826427202893367,0.43790391501472997,0.008296060117656656,-0.0030448477196559957,1.6592120235313313e-06,-0.003046506931679527
2010-10-15,0.29218527204946293,0.2661840014404402,0.4416307265100968,0.012080270588493397,-0.006161296283845458,2.4160541176986793e-06,-0.006163712337963157
2010-10-18,0.2929871022932896,0.26460138635648045,0.44241151135022994,0.0015826150839597652,0.005566756045216236,3.1652301679195305e-07,0.0055664395221994446
2010-10-19,0.2939332086258752,0.2628333592817195,0.44323343209240534,0.0017680270747609528,-0.016029821420890197,3.536054149521906e-07,-0.01603017502630515
2010-10-20,0.3124534906967627,0.2838602207141625,0.4036862885890747,0.03954714350333058,0.007419918049277729,7.909428700666116e-06,0.007412008620577062
2010-10-21,0.31819988984856806,0.2831422042273826,0.3986579059240495,0.00574639915180522,-0.008276114177582367,1.1492798303610442e-06,-0.008277263457412727
2010-10-22,0.32230975761450786,0.2849535300695051,0.39273671231598695,0.005921193608062397,0.003312963997166773,1.1842387216124796e-06,0.0033117797584451608
2010-10-25,0.3233841281533794,0.2831851499767289,0.3934307218698917,0.001768380092776245,0.005163229961184662,3.5367601855524903e-07,0.005162876285166107
2010-10-26,0.3170990166486363,0.2795555426196063,0.4033454407317573,0.009914718861865651,-0.004171208724617913,1.9829437723731304e-06,-0.0041731916683902855
2010-10-27,0.31966384765856487,0.2759427530740473,0.4043933992673878,0.0036127895455590198,-0.007543370761233863,7.22557909111804e-07,-0.007544093319142975
2010-10-28,0.3231563075765627,0.27699919635077785,0.3998444960726594,0.004548903194728393,0.006117891441634781,9.097806389456786e-07,0.006116981660995836
2010-10-29,0.3227597801903417,0.2807747860153493,0.396465433794309,0.0037755896645714493,0.007038868563776484,7.551179329142899e-07,0.00703811344584357
2010-11-01,0.3322892666530752,0.2795265882236526,0.38818414512327226,0.009529486462733439,-0.0031402076050192074,1.9058972925466877e-06,-0.003142113502311754
2010-11-02,0.3337772686997001,0.2800613098504001,0.3861614214498998,0.002022723673372445,0.007996743339765707,4.0454473467448907e-07,0.007996338795031033
2010-11-03,0.3338301309261351,0.27874806484780984,0.3874218042260549,0.0013132450025901965,-0.007035733866151122,2.6264900051803933e-07,-0.00703599651515164
2010-11-04,0.33749584846787234,0.2745548732761608,0.3879492782559668,0.004193191571649102,0.02178751802130216,8.386383143298204e-07,0.02178667938298783
2010-11-05,0.34513742672986947,0.2894705236302164,0.3653920496399142,0.022557228616052694,-0.0027266158037084253,4.511445723210539e-06,-0.002731127249431636
2010-11-08,0.34658644888803836,0.28543658336110145,0.36797696775086014,0.004033940269114911,0.004409877692032283,8.067880538229822e-07,0.00440907090397846
2010-11-09,0.348183602641672,0.28555453922342944,0.3662618581348986,0.0017151096159615797,-0.014619373919196998,3.4302192319231597e-07,-0.01461971694112019
2010-11-10,0.3707140679431517,0.2775940669294485,0.3516918651273998,0.02253046530147973,0.006148510540516792,4.506093060295946e-06,0.006144004447456496
2010-11-11,0.3721754818500686,0.2769447595344991,0.3508797586154322,0.001461413906916953,-0.00047210578536373174,2.922827813833906e-07,-0.0004723980681451151
2010-11-12,0.37083741835365885,0.27901247242373484,0.35015010922260636,0.0020677128892356567,-0.015994106221652465,4.135425778471314e-07,-0.015994519764230313
2010-11-15,0.3721281733245138,0.29717045490750854,0.33070137176797776,0.019448737454628634,-0.009871113621749864,3.889747490925727e-06,-0.00987500336924079
2010-11-16,0.3783462317082518,0.2921963203574407,0.3294574479343076,0.006218058383738012,-0.0022447081517405327,1.2436116767476026e-06,-0.0022459517634172803
