expiration,maturity_years,contract_symbol,last_trade_utc,minutes_from_reference_close,source_option_type,source_price_type,strike,forward,discount,displayed_bid,displayed_ask,last_trade_price,open_interest,volume,call_equivalent_mid,log_moneyness,implied_volatility,total_variance,black_vega,price_noise_scale,iv_uncertainty_approx
2026-09-18,0.06023271731690623,SPX260918P05910000,2026-08-27T14:27:54+00:00,-332.1,put,reference-session last trade,5910.0,7740.847104954341,0.9977591759338174,0.85,1.0,1.05,515.0,1.0,1827.7944987000587,-0.2698652952794929,0.4240554691443357,0.010831230390272135,22.87664705558018,1.9068794578747656,0.0833548488658276
2026-09-18,0.06023271731690623,SPX260918P05920000,2026-08-27T15:40:49+00:00,-259.18333333333334,put,reference-session last trade,5920.0,7740.847104954341,0.9977591759338174,0.85,1.05,1.05,241.0,25.0,1817.8169069407206,-0.2681746778015854,0.4216465163023563,0.01070852091339655,22.986905335291485,1.9068794578747656,0.08295503157387434
2026-09-18,0.06023271731690623,SPX260918P05925000,2026-08-27T15:56:31+00:00,-243.48333333333332,put,reference-session last trade,5925.0,7740.847104954341,0.9977591759338174,0.85,1.1,1.03,12703.0,10.0,1812.8081110610515,-0.2673304396763048,0.4195691661006866,0.010603264265936652,22.72225231691277,1.9068794578747656,0.08392123418396447
2026-09-18,0.06023271731690623,SPX260918P05960000,2026-08-27T14:20:50+00:00,-339.1666666666667,put,reference-session last trade,5960.0,7740.847104954341,0.9977591759338174,0.9,1.05,1.15,205.0,1.0,1778.006539903368,-0.2614406456202413,0.41616853867316544,0.010432080922080427,25.03512910507794,1.9068794578747656,0.07616814955781429
2026-09-18,0.06023271731690623,SPX260918P05975000,2026-08-27T14:27:04+00:00,-332.93333333333334,put,reference-session last trade,5975.0,7740.847104954341,0.9977591759338174,0.95,1.15,1.15,2093.0,1.0,1763.0401522643608,-0.2589270288799253,0.41254912410811356,0.01025141452608399,25.219581813024863,1.9068794578747656,0.07561106571917628
2026-09-18,0.06023271731690623,SPXW260918P06025000,2026-08-27T15:43:58+00:00,-256.03333333333336,put,reference-session last trade,6025.0,7740.847104954341,0.9977591759338174,1.05,1.2,1.3,261.0,1.0,1713.30219346767,-0.250593647320781,0.40608167557266145,0.009932515261299946,28.2356205702379,1.9068794578747656,0.06753453330807027
2026-09-18,0.06023271731690623,SPX260918P06030000,2026-08-27T14:39:18+00:00,-320.7,put,reference-session last trade,6030.0,7740.847104954341,0.9977591759338174,1.0,1.2,1.25,828.0,1.0,1708.2633975880008,-0.24976411595840559,0.4030789986039656,0.009786170952888886,27.521042107802153,1.9068794578747656,0.0692880542243046
2026-09-18,0.06023271731690623,SPXW260918P06050000,2026-08-27T14:02:47+00:00,-357.21666666666664,put,reference-session last trade,6050.0,7740.847104954341,0.9977591759338174,1.1,1.25,1.39,737.0,30.0,1688.4482140693244,-0.24645285465474956,0.40310492732279246,0.009787430016432863,29.992755500610908,1.9068794578747656,0.06357800162228927
2026-09-18,0.06023271731690623,SPX260918P06070000,2026-08-27T14:23:58+00:00,-336.03333333333336,put,reference-session last trade,6070.0,7740.847104954341,0.9977591759338174,1.1,1.25,1.35,234.0,1.0,1668.453030550648,-0.24315252162609277,0.39691344932688977,0.009489079528116437,29.672673187431098,1.9068794578747656,0.06426382435548447
2026-09-18,0.06023271731690623,SPX260918P06075000,2026-08-27T18:52:35+00:00,-67.41666666666667,put,reference-session last trade,6075.0,7740.847104954341,0.9977591759338174,1.05,1.25,1.37,2251.0,503.0,1663.4842346709788,-0.2423291374708875,0.3963730623413819,0.009463258864058785,30.06199495335901,1.9068794578747656,0.0634315673604921
2026-09-18,0.06023271731690623,SPX260918P06080000,2026-08-27T14:28:37+00:00,-331.3833333333333,put,reference-session last trade,6080.0,7740.847104954341,0.9977591759338174,1.1,1.3,1.35,498.0,1.0,1658.47543879131,-0.24150643071942401,0.39449582085824636,0.009373834247342026,29.824114593250435,1.9068794578747656,0.06393750439472613
2026-09-18,0.06023271731690623,SPX260918P06090000,2026-08-27T14:16:57+00:00,-343.05,put,reference-session last trade,6090.0,7740.847104954341,0.9977591759338174,1.05,1.25,1.4,236.0,1.0,1648.5478470319717,-0.239863044975694,0.3937274251473198,0.009337353256369727,30.76413002396034,1.9068794578747656,0.06198385770667369
2026-09-18,0.06023271731690623,SPXW260918P06100000,2026-08-27T15:43:42+00:00,-256.3,put,reference-session last trade,6100.0,7740.847104954341,0.9977591759338174,1.2,1.3,1.45,2205.0,164.0,1638.6202552726336,-0.2382223555182341,0.39290388817017124,0.00929833329900957,31.703433244385426,1.9068794578747656,0.06014741189623265
2026-09-18,0.06023271731690623,SPX260918P06110000,2026-08-27T14:13:15+00:00,-346.75,put,reference-session last trade,6110.0,7740.847104954341,0.9977591759338174,1.1,1.3,1.45,215.0,1.0,1628.6426635132955,-0.2365843535139957,0.39047814331656444,0.009183873973921784,31.86690943857136,1.9068794578747656,0.05983885765736352
2026-09-18,0.06023271731690623,SPX260918P06120000,2026-08-27T14:30:00+00:00,-330.0,put,reference-session last trade,6120.0,7740.847104954341,0.9977591759338174,1.1,1.3,1.4,242.0,1.0,1618.6150717539574,-0.23494903017326493,0.3864747672930109,0.008996524042688877,31.24333124818306,1.9068794578747656,0.06103316713340736
2026-09-18,0.06023271731690623,SPX260918P06130000,2026-08-27T14:28:46+00:00,-331.23333333333335,put,reference-session last trade,6130.0,7740.847104954341,0.9977591759338174,1.15,1.35,1.45,286.0,1.0,1608.687479994619,-0.2333163767493796,0.38563504977696655,0.00895747191119134,32.198717672832394,1.9068794578747656,0.05922221739543657
2026-09-18,0.06023271731690623,SPX260918P06140000,2026-08-27T14:38:49+00:00,-321.18333333333334,put,reference-session last trade,6140.0,7740.847104954341,0.9977591759338174,1.15,1.35,1.45,228.0,1.0,1598.709888235281,-0.23168638453844856,0.38321766158518583,0.008845522451247081,32.36710227563169,1.9068794578747656,0.05891412340950902
2026-09-18,0.06023271731690623,SPX260918P06150000,2026-08-27T19:59:29+00:00,-0.5166666666666667,put,reference-session last trade,6150.0,7740.847104954341,0.9977591759338174,1.2,1.35,1.45,6604.0,8.0,1588.7322964759428,-0.23005904487907314,0.38080301936295236,0.008734402930131974,32.537176559299716,1.9068794578747656,0.058606174828951
2026-09-18,0.06023271731690623,SPX260918P06160000,2026-08-27T14:13:34+00:00,-346.43333333333334,put,reference-session last trade,6160.0,7740.847104954341,0.9977591759338174,1.2,1.4,1.55,652.0,1.0,1578.8547047166044,-0.22843434915207123,0.381376563086616,0.008760733259900646,34.28859275381297,1.9068794578747656,0.055612648543668104
2026-09-18,0.06023271731690623,SPX260918P06180000,2026-08-27T14:20:47+00:00,-339.21666666666664,put,reference-session last trade,6180.0,7740.847104954341,0.9977591759338174,1.3,1.5,1.55,238.0,1.0,1558.8995211979282,-0.22519285522790022,0.37652937799629665,0.008539455701229616,34.653037939823065,1.9068794578747656,0.05502777162528054
2026-09-18,0.06023271731690623,SPX260918P06190000,2026-08-27T14:26:07+00:00,-333.8833333333333,put,reference-session last trade,6190.0,7740.847104954341,0.9977591759338174,1.3,1.5,1.55,422.0,1.0,1548.92192943859,-0.2235760400009949,0.3741098045946583,0.008430059437822792,34.83806489200117,1.9068794578747656,0.05473551598764562
2026-09-18,0.06023271731690623,SPX260918P06200000,2026-08-27T20:05:26+00:00,5.433333333333334,put,reference-session last trade,6200.0,7740.847104954341,0.9977591759338174,1.3,1.45,1.6,17588.0,236.0,1538.9943376792517,-0.22196183464645375,0.37310451207891576,0.008384814490185374,35.81661069811125,1.9068794578747656,0.05324008667228033
2026-09-18,0.06023271731690623,SPX260918P06210000,2026-08-27T14:17:48+00:00,-342.2,put,reference-session last trade,6210.0,7740.847104954341,0.9977591759338174,1.3,1.45,1.65,494.0,1.0,1529.0667459199137,-0.22035023075211224,0.3720562054219464,0.008337763284997964,36.79609751794191,1.9068794578747656,0.051822872165858465
2026-09-18,0.06023271731690623,SPXW260918P06225000,2026-08-27T18:08:52+00:00,-111.13333333333334,put,reference-session last trade,6225.0,7740.847104954341,0.9977591759338174,1.4,1.5,1.7,345.0,8.0,1514.1503582809064,-0.2179376843467283,0.3697510600356392,0.008234766928800917,37.87895061910208,1.9068794578747656,0.050341401403901094
2026-09-18,0.06023271731690623,SPX260918P06230000,2026-08-27T14:20:02+00:00,-339.96666666666664,put,reference-session last trade,6230.0,7740.847104954341,0.9977591759338174,1.4,1.55,1.7,494.0,1.0,1509.1615624012375,-0.21713479389813786,0.3685357602602552,0.008180723737147965,37.981607567828654,1.9068794578747656,0.05020533831985403
2026-09-18,0.06023271731690623,SPX260918P06250000,2026-08-27T19:59:54+00:00,-0.1,put,reference-session last trade,6250.0,7740.847104954341,0.9977591759338174,1.45,1.6,1.6,8313.0,38.0,1489.1063788825609,-0.2139296629491895,0.36102117556330643,0.00785050886382603,36.801257593474766,1.9068794578747656,0.051815605839863325
2026-09-18,0.06023271731690623,SPXW260918P06275000,2026-08-27T19:34:44+00:00,-25.266666666666666,put,reference-session last trade,6275.0,7740.847104954341,0.9977591759338174,1.55,1.7,1.83,23833.0,18.0,1464.3923994842155,-0.20993764167965204,0.3608806801860935,0.007844399828322258,40.98114115209135,1.9068794578747656,0.046530657865232576
2026-09-18,0.06023271731690623,SPX260918P06290000,2026-08-27T14:14:34+00:00,-345.43333333333334,put,reference-session last trade,6290.0,7740.847104954341,0.9977591759338174,1.45,1.65,1.9,771.0,1.0,1449.4960118452084,-0.20755005598515044,0.3589005339324359,0.007758551818353801,42.413650389432775,1.9068794578747656,0.044959097846241
2026-09-18,0.06023271731690623,SPX260918P06310000,2026-08-27T16:54:32+00:00,-185.46666666666667,put,reference-session last trade,6310.0,7740.847104954341,0.9977591759338174,1.55,1.75,1.8,976.0,151.0,1429.4408283265318,-0.20437545014437783,0.35164570525141303,0.007448058711783163,41.31208040652346,1.9068794578747656,0.04615791408010662
2026-09-18,0.06023271731690623,SPX260918P06320000,2026-08-27T14:13:10+00:00,-346.8333333333333,put,reference-session last trade,6320.0,7740.847104954341,0.9977591759338174,1.55,1.7,2.0,943.0,1.0,1419.6632365671937,-0.20279191853873355,0.3538624470946574,0.007542258431770084,44.68775831053955,1.9068794578747656,0.04267118177250414
2026-09-18,0.06023271731690623,SPXW260918P06325000,2026-08-27T19:34:44+00:00,-25.266666666666666,put,reference-session last trade,6325.0,7740.847104954341,0.9977591759338174,1.6,1.7,1.98,357.0,8.0,1414.6544406875246,-0.20200109208391567,0.35219103440031424,0.007471177395381775,44.50447499425767,1.9068794578747656,0.04284691501519357
2026-09-18,0.06023271731690623,SPX260918P06330000,2026-08-27T17:45:00+00:00,-135.0,put,reference-session last trade,6330.0,7740.847104954341,0.9977591759338174,1.6,1.75,1.9,2254.0,20.0,1409.5856448078557,-0.20121089054141478,0.34915124687944243,0.007342765367130255,43.37747435178114,1.9068794578747656,0.04396013106734663
2026-09-18,0.06023271731690623,SPX260918P06360000,2026-08-27T19:37:32+00:00,-22.466666666666665,put,reference-session last trade,6360.0,7740.847104954341,0.9977591759338174,1.65,1.8,2.01,813.0,1.0,1379.762869529841,-0.19648274934546883,0.34430871430242255,0.007140497731364597,45.87429339973001,1.9068794578747656,0.041567494920499166
2026-09-18,0.06023271731690623,SPX260918P06375000,2026-08-27T18:44:50+00:00,-75.16666666666667,put,reference-session last trade,6375.0,7740.847104954341,0.9977591759338174,1.75,1.9,2.1,3758.0,6.0,1364.8864818908337,-0.19412703565300976,0.3425676492496079,0.007068465639624512,47.68577433333631,1.9068794578747656,0.039988434381817275
2026-09-18,0.06023271731690623,SPX260918P06400000,2026-08-27T19:55:05+00:00,-4.916666666666667,put,reference-session last trade,6400.0,7740.847104954341,0.9977591759338174,1.7,1.9,2.1,17606.0,26.0,1339.9425024924883,-0.19021313633187356,0.33645643877963965,0.006818520395121431,48.38604947057744,1.9068794578747656,0.03940969512368022
2026-09-18,0.06023271731690623,SPX260918P06425000,2026-08-27T18:12:08+00:00,-107.86666666666666,put,reference-session last trade,6425.0,7740.847104954341,0.9977591759338174,1.75,1.95,2.2,2853.0,1.0,1315.098523094143,-0.18631449591621624,0.3323631598409682,0.006653623382418632,50.69058798093759,1.9068794578747656,0.03761801813369882
2026-09-18,0.06023271731690623,SPX260918P06525000,2026-08-27T18:44:59+00:00,-75.01666666666667,put,reference-session last trade,6525.0,7740.847104954341,0.9977591759338174,2.15,2.35,2.6,3670.0,3.0,1215.7226055007611,-0.1708701734887426,0.3149927133251661,0.005976314874346081,60.30642657762612,1.9068794578747656,0.0316198383172354
2026-09-18,0.06023271731690623,SPXW260918P06550000,2026-08-27T20:09:45+00:00,9.75,put,reference-session last trade,6550.0,7740.847104954341,0.9977591759338174,2.35,2.4,2.75,689.0,26.0,1190.9286261024158,-0.16704607705033914,0.3112211922304566,0.005834058510208432,63.59626396275629,1.9068794578747656,0.029984142763346704
2026-09-18,0.06023271731690623,SPX260918P06560000,2026-08-27T13:35:42+00:00,-384.3,put,reference-session last trade,6560.0,7740.847104954341,0.9977591759338174,2.2,2.35,3.11,466.0,4.0,1181.3110343430774,-0.16552052374150203,0.31413692163301926,0.005943885343538763,69.41968571678991,1.9068794578747656,0.02746885754646345
2026-09-18,0.06023271731690623,SPXW260918P06575000,2026-08-27T19:25:24+00:00,-34.6,put,reference-session last trade,6575.0,7740.847104954341,0.9977591759338174,2.45,2.5,2.9,406.0,11.0,1166.1346467040705,-0.16323654863367143,0.30730064676143076,0.005687997604380179,66.9315116134664,1.9068794578747656,0.02849001033903301
2026-09-18,0.06023271731690623,SPXW260918P06610000,2026-08-27T15:41:15+00:00,-258.75,put,reference-session last trade,6610.0,7740.847104954341,0.9977591759338174,2.45,2.6,2.95,62.0,1.0,1131.2630755463867,-0.15792747283390476,0.2993119978959115,0.005396108927741895,69.24502871874563,1.9068794578747656,0.027538142349828296
2026-09-18,0.06023271731690623,SPX260918P06625000,2026-08-27T17:58:26+00:00,-121.56666666666666,put,reference-session last trade,6625.0,7740.847104954341,0.9977591759338174,2.45,2.6,2.93,2184.0,23.0,1116.2766879073795,-0.15566075482521377,0.29528947165412034,0.005252044313579549,69.62204566025913,1.9068794578747656,0.027389017943826793
2026-09-18,0.06023271731690623,SPX260918P06630000,2026-08-27T20:03:56+00:00,3.933333333333333,put,reference-session last trade,6630.0,7740.847104954341,0.9977591759338174,2.45,2.65,3.0,542.0,2.0,1111.3578920277105,-0.15490632249972855,0.29504024695407277,0.0052431825902802065,70.94495786688735,1.9068794578747656,0.026878294317301685
2026-09-18,0.06023271731690623,SPX260918P06650000,2026-08-27T19:58:15+00:00,-1.75,put,reference-session last trade,6650.0,7740.847104954341,0.9977591759338174,2.5,2.7,2.84,10662.0,4.0,1091.242708509034,-0.1518942720297369,0.2877912721020709,0.004988703514192528,69.36154444653732,1.9068794578747656,0.02749188290270202
2026-09-18,0.06023271731690623,SPX260918P06675000,2026-08-27T15:30:33+00:00,-269.45,put,reference-session last trade,6675.0,7740.847104954341,0.9977591759338174,2.6,2.85,3.2,3093.0,17.0,1066.6587291106887,-0.14814192241118646,0.2865127117020631,0.0049444756941030244,76.27752724403923,1.9068794578747656,0.024999230137258813
2026-09-18,0.06023271731690623,SPX260918P06700000,2026-08-27T19:37:32+00:00,-22.466666666666665,put,reference-session last trade,6700.0,7740.847104954341,0.9977591759338174,2.75,2.95,3.0,20038.0,4.0,1041.5147497123432,-0.1444036003005793,0.27762306840767337,0.004642410673418254,74.41619649167956,1.9068794578747656,0.025624521915574832
2026-09-18,0.06023271731690623,SPXW260918P06770000,2026-08-27T15:43:22+00:00,-256.6333333333333,put,reference-session last trade,6770.0,7740.847104954341,0.9977591759338174,3.3,3.5,3.9,111.0,1.0,972.5716073969759,-0.13401003977331602,0.2708135407482439,0.004417465913092995,92.57934306618591,1.9068794578747656,0.020597245505528355
2026-09-18,0.06023271731690623,SPXW260918P06790000,2026-08-27T18:57:20+00:00,-62.666666666666664,put,reference-session last trade,6790.0,7740.847104954341,0.9977591759338174,3.4,3.6,4.13,116.0,1.0,952.8464238782996,-0.13106018512689488,0.2681153317185189,0.0043298789438896415,97.39033436709241,1.9068794578747656,0.019579760869155496
2026-09-18,0.06023271731690623,SPXW260918P06800000,2026-08-27T19:55:14+00:00,-4.766666666666667,put,reference-session last trade,6800.0,7740.847104954341,0.9977591759338174,3.4,3.6,3.93,1390.0,37.0,942.6688321189614,-0.12958851451543862,0.2634774369185066,0.004181376905771948,95.09775091898591,1.9068794578747656,0.02005178292280795
2026-09-18,0.06023271731690623,SPX260918P06810000,2026-08-27T20:11:46+00:00,11.766666666666667,put,reference-session last trade,6810.0,7740.847104954341,0.9977591759338174,3.3,3.5,3.97,573.0,3.0,932.7312403596233,-0.12811900653607866,0.26134224297627107,0.004113880616577968,96.42150984135355,1.9068794578747656,0.019776494487715825
2026-09-18,0.06023271731690623,SPXW260918P06820000,2026-08-27T16:36:35+00:00,-203.41666666666666,put,reference-session last trade,6820.0,7740.847104954341,0.9977591759338174,3.7,3.9,4.0,232.0,7.0,922.7836486002851,-0.12665165484212892,0.25909664776328684,0.004043486936092539,97.60878705372335,1.9068794578747656,0.01953594051758096
2026-09-18,0.06023271731690623,SPXW260918P06840000,2026-08-27T16:23:57+00:00,-216.05,put,reference-session last trade,6840.0,7740.847104954341,0.9977591759338174,3.6,3.9,4.25,60.0,3.0,903.0784650816087,-0.12372339506304054,0.2564618103763276,0.003961666047893429,102.92578584239133,1.9068794578747656,0.018526741790388084
2026-09-18,0.06023271731690623,SPX260918P06860000,2026-08-27T13:40:35+00:00,-379.4166666666667,put,reference-session last trade,6860.0,7740.847104954341,0.9977591759338174,3.7,3.9,5.0,796.0,50.0,883.8732815629323,-0.12080368495970578,0.25813497077960146,0.004013526595664573,115.51124664264262,1.9068794578747656,0.016508171397146137
2026-09-18,0.06023271731690623,SPXW260918P06870000,2026-08-27T14:52:45+00:00,-307.25,put,reference-session last trade,6870.0,7740.847104954341,0.9977591759338174,3.8,4.0,4.5,83.0,2.0,873.3956898035942,-0.11934702046324167,0.25107640446952706,0.0037970320038045228,109.12882747713608,1.9068794578747656,0.017473654779936877
2026-09-18,0.06023271731690623,SPXW260918P06880000,2026-08-27T14:27:02+00:00,-332.96666666666664,put,reference-session last trade,6880.0,7740.847104954341,0.9977591759338174,4.1,4.2,4.8,147.0,1.0,863.718098044256,-0.11789247475224734,0.25116065245753305,0.0037995805983399356,114.42548745769855,1.9068794578747656,0.01666481393474257
2026-09-18,0.06023271731690623,SPXW260918P06890000,2026-08-27T20:07:57+00:00,7.95,put,reference-session last trade,6890.0,7740.847104954341,0.9977591759338174,4.2,4.4,4.71,77.0,7.0,853.6505062849179,-0.11644004167193243,0.2477657083731811,0.003697556789608796,114.00261905292614,1.9068794578747656,0.016726628508328303
2026-09-18,0.06023271731690623,SPX260918P06900000,2026-08-27T19:13:49+00:00,-46.18333333333333,put,reference-session last trade,6900.0,7740.847104954341,0.9977591759338174,3.9,4.1,4.64,25060.0,821.0,843.6029145255796,-0.11498971509428593,0.2445502343534825,0.003602206643919372,113.86545915361641,1.9068794578747656,0.016746777047657497
2026-09-18,0.06023271731690623,SPXW260918P06915000,2026-08-27T13:52:56+00:00,-367.06666666666666,put,reference-session last trade,6915.0,7740.847104954341,0.9977591759338174,4.4,4.7,5.5,24.0,4.0,829.4965268865724,-0.11281816158077809,0.24773275745474407,0.0036965733622310285,127.72220415665616,1.9068794578747656,0.01492989782368542
2026-09-18,0.06023271731690623,SPXW260918P06925000,2026-08-27T16:24:33+00:00,-215.45,put,reference-session last trade,6925.0,7740.847104954341,0.9977591759338174,4.2,4.4,5.0,234.0,5.0,819.0189351272343,-0.11137307462409743,0.24108288954601972,0.003500783331693042,121.58244154709897,1.9068794578747656,0.015683839159752955
2026-09-18,0.06023271731690623,SPXW260918P06950000,2026-08-27T19:16:58+00:00,-43.03333333333333,put,reference-session last trade,6950.0,7740.847104954341,0.9977591759338174,4.6,4.8,5.3,2350.0,39.0,794.3749557288887,-0.10776946712079885,0.2369013213004238,0.003380394778221782,128.52489090053925,1.9068794578747656,0.014836654942974668
2026-09-18,0.06023271731690623,SPX260918P06960000,2026-08-27T16:54:13+00:00,-185.78333333333333,put,reference-session last trade,6960.0,7740.847104954341,0.9977591759338174,4.5,4.7,4.93,1194.0,10.0,784.0273639695506,-0.10633165235117134,0.2313419281819228,0.0032236000825967377,124.09548774805987,1.9068794578747656,0.015366227189066979
2026-09-18,0.06023271731690623,SPXW260918P06965000,2026-08-27T14:10:52+00:00,-349.1333333333333,put,reference-session last trade,6965.0,7740.847104954341,0.9977591759338174,4.8,5.0,5.9,10.0,10.0,780.0085680898816,-0.1056135194657306,0.2374016179425373,0.003394687530289276,138.68301015992014,1.9068794578747656,0.013749913963331755
2026-09-18,0.06023271731690623,SPX260918P06970000,2026-08-27T19:52:00+00:00,-8.0,put,reference-session last trade,6970.0,7740.847104954341,0.9977591759338174,4.5,4.7,5.2,531.0,2.0,774.3197722102125,-0.1048959019250671,0.23084677799128672,0.0032098156550228207,129.21540213625372,1.9068794578747656,0.014757369681549412
2026-09-18,0.06023271731690623,SPX260918P06975000,2026-08-27T15:53:36+00:00,-246.4,put,reference-session last trade,6975.0,7740.847104954341,0.9977591759338174,4.5,4.8,5.31,4559.0,19.0,769.4409763305433,-0.10417879899007029,0.23037104321866997,0.0031965995514866056,131.3947090790072,1.9068794578747656,0.01451260458842498
2026-09-18,0.06023271731690623,SPXW260918P07065000,2026-08-27T17:02:30+00:00,-177.5,put,reference-session last trade,7065.0,7740.847104954341,0.9977591759338174,5.7,6.0,6.4,93.0,2.0,680.7326504964998,-0.09135811056100895,0.21380178283619206,0.002753309928998092,158.6349938286439,1.9068794578747656,0.0120205473701128
2026-09-18,0.06023271731690623,SPX260918P07075000,2026-08-27T19:48:03+00:00,-11.95,put,reference-session last trade,7075.0,7740.847104954341,0.9977591759338174,5.6,5.9,5.75,1995.0,4.0,670.1050587371617,-0.0899436831681984,0.20690007520441447,0.002578420546559978,150.54419443466938,1.9068794578747656,0.012666575851932177
2026-09-18,0.06023271731690623,SPXW260918P07090000,2026-08-27T15:36:13+00:00,-263.78333333333336,put,reference-session last trade,7090.0,7740.847104954341,0.9977591759338174,6.1,6.3,7.2,1403.0,5.0,656.5886710981545,-0.08782578615346359,0.21177051069811312,0.002701241567226481,173.52455337381278,1.9068794578747656,0.010989104543418117
2026-09-18,0.06023271731690623,SPX260918P07095000,2026-08-27T16:41:09+00:00,-198.85,put,reference-session last trade,7095.0,7740.847104954341,0.9977591759338174,5.8,6.2,6.63,338.0,1.0,651.0298752184852,-0.08712081608549374,0.20704292420289025,0.0025819821880209244,166.43810417602873,1.9068794578747656,0.011456988574311124
2026-09-18,0.06023271731690623,SPXW260918P07110000,2026-08-27T17:15:36+00:00,-164.4,put,reference-session last trade,7110.0,7740.847104954341,0.9977591759338174,6.6,6.9,7.12,105.0,1.0,636.5534875794781,-0.0850088828823502,0.2057850886769072,0.0025507051605168415,175.7250235305648,1.9068794578747656,0.010851496386586579
2026-09-18,0.06023271731690623,SPX260918P07120000,2026-08-27T14:26:04+00:00,-333.93333333333334,put,reference-session last trade,7120.0,7740.847104954341,0.9977591759338174,6.2,6.6,7.77,1235.0,11.0,627.2258958201398,-0.08360340127361532,0.20659614714793406,0.0025708509140592965,186.19812130209226,1.9068794578747656,0.010241131567493095
2026-09-18,0.06023271731690623,SPX260918P07125000,2026-08-27T19:48:14+00:00,-11.766666666666667,put,reference-session last trade,7125.0,7740.847104954341,0.9977591759338174,6.3,6.7,7.3,4925.0,4.0,621.7670999404708,-0.08290140054278548,0.2026409516872559,0.002473357471911757,180.7690534235974,1.9068794578747656,0.01054870522227254
2026-09-18,0.06023271731690623,SPXW260918P07130000,2026-08-27T20:08:48+00:00,8.8,put,reference-session last trade,7130.0,7740.847104954341,0.9977591759338174,6.7,7.0,7.96,183.0,31.0,617.4383040608018,-0.08219989227129514,0.20479981507578585,0.0025263387094091,190.49451176406265,1.9068794578747656,0.010010154309519084
