expiration,maturity_years,contract_symbol,last_trade_utc,minutes_from_reference_close,source_option_type,source_price_type,strike,forward,discount,displayed_bid,displayed_ask,last_trade_price,open_interest,volume,call_equivalent_mid,log_moneyness,implied_volatility,total_variance,black_vega,price_noise_scale,iv_uncertainty_approx
2026-09-18,0.06023271731690623,SPXW260918P07135000,2026-08-27T16:47:29+00:00,-192.51666666666668,put,reference-session last trade,7135.0,7740.847104954341,0.9977591759338174,6.8,7.1,7.7,65.0,22.0,612.1895081811326,-0.08149887576869996,0.20202342143655555,0.0024583057680944748,187.97595022879534,1.9068794578747656,0.010144273539002213
2026-09-18,0.06023271731690623,SPXW260918P07140000,2026-08-27T16:32:49+00:00,-207.18333333333334,put,reference-session last trade,7140.0,7740.847104954341,0.9977591759338174,6.9,7.2,7.88,88.0,16.0,607.3807123014635,-0.08079835034600669,0.20157063791612753,0.0024472987968189486,191.29524007448654,1.9068794578747656,0.009968253559954053
2026-09-18,0.06023271731690623,SPX260918P07150000,2026-08-27T19:43:08+00:00,-16.866666666666667,put,reference-session last trade,7150.0,7740.847104954341,0.9977591759338174,6.8,7.1,7.9,8293.0,1.0,597.4231205421253,-0.07939876999158342,0.1988637847557566,0.0023820115195686397,193.45243438003425,1.9068794578747656,0.009857097244528499
2026-09-18,0.06023271731690623,SPXW260918P07155000,2026-08-27T14:10:52+00:00,-349.1333333333333,put,reference-session last trade,7155.0,7740.847104954341,0.9977591759338174,7.1,7.4,9.3,85.0,47.0,593.8343246624562,-0.07869971368908547,0.2043432086661585,0.002515086194156293,212.16234301460523,1.9068794578747656,0.008987831821519318
2026-09-18,0.06023271731690623,SPX260918P07205000,2026-08-27T18:16:09+00:00,-103.85,put,reference-session last trade,7205.0,7740.847104954341,0.9977591759338174,7.7,8.1,9.55,833.0,5.0,544.1963658657653,-0.07173589724601429,0.19101207525954006,0.002197627607635965,226.1854444265836,1.9068794578747656,0.008430601989924734
2026-09-18,0.06023271731690623,SPX260918P07210000,2026-08-27T14:22:13+00:00,-337.78333333333336,put,reference-session last trade,7210.0,7740.847104954341,0.9977591759338174,7.9,8.4,10.1,921.0,2.0,539.7575699860963,-0.07104217540064199,0.1919416189031313,0.0022190687788566942,234.00199376069608,1.9068794578747656,0.008148988080096661
2026-09-18,0.06023271731690623,SPX260918P07230000,2026-08-27T14:18:39+00:00,-341.35,put,reference-session last trade,7230.0,7740.847104954341,0.9977591759338174,8.4,8.8,10.8,608.0,1.0,520.5023864674199,-0.06827209052682637,0.18894388551681854,0.0021502954722306305,247.1726656630221,1.9068794578747656,0.00771476673102062
2026-09-18,0.06023271731690623,SPX260918P07235000,2026-08-27T14:37:11+00:00,-322.81666666666666,put,reference-session last trade,7235.0,7740.847104954341,0.9977591759338174,8.6,9.0,10.4,343.0,1.0,515.1135905877509,-0.0675807666140525,0.18583173768784356,0.0020800426121994164,243.81551034503875,1.9068794578747656,0.007820993238601678
2026-09-18,0.06023271731690623,SPX260918P07245000,2026-08-27T16:11:25+00:00,-228.58333333333334,put,reference-session last trade,7245.0,7740.847104954341,0.9977591759338174,8.9,9.3,10.3,609.0,201.0,505.0359988284127,-0.06619955092485398,0.18246474409584815,0.0020053509170025836,245.25354507113445,1.9068794578747656,0.00777513514563749
2026-09-18,0.06023271731690623,SPX260918P07255000,2026-08-27T18:16:09+00:00,-103.85,put,reference-session last trade,7255.0,7740.847104954341,0.9977591759338174,9.1,9.6,11.15,244.0,11.0,495.9084070690745,-0.06482024036134852,0.1828648698530155,0.0020141556024091075,257.91223159284425,1.9068794578747656,0.007393520834967921
2026-09-18,0.06023271731690623,SPX260918P07260000,2026-08-27T13:35:37+00:00,-384.3833333333333,put,reference-session last trade,7260.0,7740.847104954341,0.9977591759338174,9.3,9.7,14.0,649.0,2.0,493.76961118940545,-0.06413129786079497,0.1917491397359851,0.002214620443446372,289.2844839523228,1.9068794578747656,0.006591710111175683
2026-09-18,0.06023271731690623,SPX260918P07280000,2026-08-27T15:31:43+00:00,-268.28333333333336,put,reference-session last trade,7280.0,7740.847104954341,0.9977591759338174,9.9,10.4,11.81,744.0,2.0,471.62442767072906,-0.06138026448890508,0.17780520038780853,0.001904238642762142,272.63567655579783,1.9068794578747656,0.006994240379558331
2026-09-18,0.06023271731690623,SPX260918P07285000,2026-08-27T20:10:10+00:00,10.166666666666666,put,reference-session last trade,7285.0,7740.847104954341,0.9977591759338174,10.0,10.5,11.7,659.0,37.0,466.52563179106,-0.06069368705033153,0.17588248980563886,0.0018632780420125242,272.93367617407813,1.9068794578747656,0.00698660379548968
2026-09-18,0.06023271731690623,SPX260918P07345000,2026-08-27T14:01:51+00:00,-358.15,put,reference-session last trade,7345.0,7740.847104954341,0.9977591759338174,12.4,13.0,16.98,372.0,4.0,411.94008123503096,-0.05249131707165904,0.1740326317510163,0.0018242898072883412,346.07653163454836,1.9068794578747656,0.005509993552201921
2026-09-18,0.06023271731690623,SPX260918P07390000,2026-08-27T18:29:45+00:00,-90.25,put,reference-session last trade,7390.0,7740.847104954341,0.9977591759338174,14.8,15.3,18.92,2273.0,32.0,368.9809183180092,-0.04638339173738926,0.16439407310465573,0.0016278139575158267,381.49159351545364,1.9068794578747656,0.004998483558452307
2026-09-18,0.06023271731690623,SPXW260918P07425000,2026-08-27T20:06:24+00:00,6.4,put,reference-session last trade,7425.0,7740.847104954341,0.9977591759338174,17.5,17.8,18.15,645.0,1.0,333.2893471603256,-0.04165844200873634,0.15053105013288626,0.0013648491038751795,392.1159255911765,1.9068794578747656,0.004863050270146117
2026-09-18,0.06023271731690623,SPX260918P07435000,2026-08-27T15:32:38+00:00,-267.3666666666667,put,reference-session last trade,7435.0,7740.847104954341,0.9977591759338174,17.7,18.3,21.1,5636.0,19.0,326.2617554009874,-0.04031254678538126,0.1543332002974516,0.0014346672353433892,420.56975893322306,1.9068794578747656,0.004534038449915118
2026-09-18,0.06023271731690623,SPXW260918P07460000,2026-08-27T18:51:55+00:00,-68.08333333333333,put,reference-session last trade,7460.0,7740.847104954341,0.9977591759338174,20.5,20.8,25.59,192.0,3.0,305.80777600264196,-0.03695571248183017,0.15549299279208442,0.0014563109042126292,464.4045763259217,1.9068794578747656,0.00410607378799064
2026-09-18,0.06023271731690623,SPXW260918P07465000,2026-08-27T18:51:55+00:00,-68.08333333333333,put,reference-session last trade,7465.0,7740.847104954341,0.9977591759338174,20.8,21.1,26.05,131.0,7.0,301.2789801229729,-0.03628569570634594,0.154632707525048,0.001440241021775756,470.07752619606316,1.9068794578747656,0.004056521215352531
2026-09-18,0.06023271731690623,SPXW260918P07470000,2026-08-27T17:22:28+00:00,-157.53333333333333,put,reference-session last trade,7470.0,7740.847104954341,0.9977591759338174,21.4,21.8,22.41,183.0,3.0,292.65018424330384,-0.03561612755277371,0.144895070249147,0.0012645606855992207,449.79307420969957,1.9068794578747656,0.0042394593585621835
2026-09-18,0.06023271731690623,SPX260918P07475000,2026-08-27T19:59:00+00:00,-1.0,put,reference-session last trade,7475.0,7740.847104954341,0.9977591759338174,20.4,21.1,23.45,12033.0,291.0,288.7013883636347,-0.03494700742074953,0.14536801282365036,0.0012728292987009815,459.86215404476116,1.9068794578747656,0.004146632727008793
2026-09-18,0.06023271731690623,SPX260918P07485000,2026-08-27T19:49:05+00:00,-10.916666666666666,put,reference-session last trade,7485.0,7740.847104954341,0.9977591759338174,21.7,22.2,24.7,4261.0,13.0,279.9737966042965,-0.03361010882590797,0.14436974475334335,0.0012554078313571561,474.11192187747326,1.9068794578747656,0.00402200275901851
2026-09-18,0.06023271731690623,SPX260918P07505000,2026-08-27T16:45:29+00:00,-194.51666666666668,put,reference-session last trade,7505.0,7740.847104954341,0.9977591759338174,23.7,24.3,26.36,3095.0,50.0,261.67861308562016,-0.030941661612074366,0.14029251671133808,0.0011854997546733022,497.1568117610077,1.9068794578747656,0.0038355694074074906
2026-09-18,0.06023271731690623,SPX260918P07510000,2026-08-27T19:15:17+00:00,-44.71666666666667,put,reference-session last trade,7510.0,7740.847104954341,0.9977591759338174,23.9,24.5,29.2,5970.0,36.0,259.5298172059511,-0.030275660921456265,0.14397908522835853,0.0012486228436147527,515.9295269352829,1.9068794578747656,0.0036960076101904527
2026-09-18,0.06023271731690623,SPX260918P07530000,2026-08-27T17:23:40+00:00,-156.33333333333334,put,reference-session last trade,7530.0,7740.847104954341,0.9977591759338174,26.1,26.7,29.0,8930.0,231.0,239.37463368727475,-0.02761608488569743,0.13578563745036085,0.0011105551414965597,529.0084466085319,1.9068794578747656,0.0036046295103599035
2026-09-18,0.06023271731690623,SPXW260918P07560000,2026-08-27T17:40:01+00:00,-139.98333333333332,put,reference-session last trade,7560.0,7740.847104954341,0.9977591759338174,31.5,31.9,35.5,192.0,50.0,215.94185840926022,-0.023639936506058005,0.13532636554170943,0.0011030553172786419,580.0064994049454,1.9068794578747656,0.003287686361844425
2026-09-18,0.06023271731690623,SPXW260918P07605000,2026-08-27T16:45:33+00:00,-194.45,put,reference-session last trade,7605.0,7740.847104954341,0.9977591759338174,38.9,39.3,42.51,339.0,30.0,178.05269549223843,-0.01770520098624345,0.1272092657122255,0.0009746977145159724,638.1251804917932,1.9068794578747656,0.0029882529575234176
2026-09-18,0.06023271731690623,SPX260918P07640000,2026-08-27T14:04:01+00:00,-355.98333333333335,put,reference-session last trade,7640.0,7740.847104954341,0.9977591759338174,45.3,46.0,47.15,6125.0,8.0,147.77112433455483,-0.013113523519070497,0.1178188468092674,0.0008361072541991611,677.7761510641513,1.9068794578747656,0.0028134354607798526
2026-09-18,0.06023271731690623,SPX260918P07685000,2026-08-27T19:11:32+00:00,-48.46666666666667,put,reference-session last trade,7685.0,7740.847104954341,0.9977591759338174,57.0,57.7,66.89,6226.0,8.0,122.61196141753305,-0.00724074970694043,0.12221240265384281,0.0008996281176546204,731.752942341793,1.9068794578747656,0.002605906102368749
2026-09-18,0.06023271731690623,SPXW260918P07705000,2026-08-27T19:41:42+00:00,-18.3,put,reference-session last trade,7705.0,7740.847104954341,0.9977591759338174,65.4,66.0,64.71,378.0,12.0,100.47677789885671,-0.0046416579254205375,0.10782295204145939,0.0007002528616360485,742.8711822508636,1.9068794578747656,0.0025669046039678285
2026-09-18,0.06023271731690623,SPX260918C07765000,2026-08-27T20:01:15+00:00,1.25,call,reference-session last trade,7765.0,7740.847104954341,0.9977591759338174,72.7,73.5,72.0,8334.0,26.0,72.0,0.0031153299031507907,0.1102463874878215,0.0007320844654086996,752.3129277599096,1.9068794578747656,0.0025346892064618625
2026-09-18,0.06023271731690623,SPXW260918C07805000,2026-08-27T19:09:31+00:00,-50.483333333333334,call,reference-session last trade,7805.0,7740.847104954341,0.9977591759338174,53.6,54.2,51.18,131.0,44.0,51.18,0.00825342726989579,0.10417016428996916,0.0006536107017669587,720.7194401682902,1.9068794578747656,0.002645799948769945
2026-09-18,0.06023271731690623,SPXW260918C07830000,2026-08-27T17:40:01+00:00,-139.98333333333332,call,reference-session last trade,7830.0,7740.847104954341,0.9977591759338174,44.0,44.6,49.1,326.0,10.0,49.1,0.011451383305212032,0.11359015861726289,0.0007771661354231041,698.9480306495835,1.9068794578747656,0.0027282135069506713
2026-09-18,0.06023271731690623,SPX260918C07835000,2026-08-27T19:11:32+00:00,-48.46666666666667,call,reference-session last trade,7835.0,7740.847104954341,0.9977591759338174,39.8,40.6,38.31,1729.0,10.0,38.31,0.01208974911048456,0.10022911011782114,0.0006050903198637288,674.1866054432592,1.9068794578747656,0.0028284149261924964
2026-09-18,0.06023271731690623,SPX260918C07880000,2026-08-27T17:46:49+00:00,-133.18333333333334,call,reference-session last trade,7880.0,7740.847104954341,0.9977591759338174,26.3,27.0,30.09,561.0,109.0,30.09,0.017816777172288065,0.10662361667081278,0.0006847614069903281,605.0738730734954,1.9068794578747656,0.0031514820631548673
2026-09-18,0.06023271731690623,SPX260918C07885000,2026-08-27T17:04:35+00:00,-175.41666666666666,call,reference-session last trade,7885.0,7740.847104954341,0.9977591759338174,24.7,25.4,29.2,446.0,100.0,29.2,0.018451093717502122,0.1071399839353251,0.0006914099259919448,596.6073541829231,1.9068794578747656,0.003196205082799073
2026-09-18,0.06023271731690623,SPX260918C07895000,2026-08-27T20:01:21+00:00,1.35,call,reference-session last trade,7895.0,7740.847104954341,0.9977591759338174,22.2,22.9,23.5,254.0,78.0,23.5,0.019718521010105832,0.10113363494577565,0.0006160609625779579,556.9789858399496,1.9068794578747656,0.003423611134985829
2026-09-18,0.06023271731690623,SPX260918C07905000,2026-08-27T19:50:40+00:00,-9.333333333333334,call,reference-session last trade,7905.0,7740.847104954341,0.9977591759338174,20.5,21.2,20.04,293.0,6.0,20.04,0.02098434396393576,0.09841620144234291,0.0005833989638315564,523.9204448977863,1.9068794578747656,0.003639635514217786
2026-09-18,0.06023271731690623,SPX260918C07910000,2026-08-27T19:49:52+00:00,-10.133333333333333,call,reference-session last trade,7910.0,7740.847104954341,0.9977591759338174,19.1,19.7,17.86,1500.0,1.0,17.86,0.021616655082062817,0.09594285537033778,0.0005544440600287425,501.5277183766424,1.9068794578747656,0.0038021417122208146
2026-09-18,0.06023271731690623,SPXW260918C07935000,2026-08-27T14:50:40+00:00,-309.3333333333333,call,reference-session last trade,7935.0,7740.847104954341,0.9977591759338174,15.4,15.9,15.25,26.0,2.0,15.25,0.02477222728087282,0.09900446576800472,0.0005903941227219066,455.2836444157853,1.9068794578747656,0.004188332880531325
2026-09-18,0.06023271731690623,SPXW260918C07945000,2026-08-27T18:14:00+00:00,-106.0,call,reference-session last trade,7945.0,7740.847104954341,0.9977591759338174,13.4,13.7,13.99,45.0,3.0,13.99,0.026031673291179728,0.09943956689228724,0.0005955948095878568,433.70852675158557,1.9068794578747656,0.004396684271247831
2026-09-18,0.06023271731690623,SPXW260918C07955000,2026-08-27T14:45:08+00:00,-314.8666666666667,call,reference-session last trade,7955.0,7740.847104954341,0.9977591759338174,12.0,12.4,11.24,110.0,4.0,11.24,0.027289535092250617,0.09593280416113055,0.0005543278962704784,391.5679157706687,1.9068794578747656,0.004869856239681231
2026-09-18,0.06023271731690623,SPXW260918C07985000,2026-08-27T16:39:47+00:00,-200.21666666666667,call,reference-session last trade,7985.0,7740.847104954341,0.9977591759338174,8.0,8.4,9.72,62.0,18.0,9.72,0.031053654969476187,0.1008319073413046,0.0006123904663596977,349.46956198318003,1.9068794578747656,0.005456496545946808
2026-09-18,0.06023271731690623,SPXW260918C07990000,2026-08-27T17:30:18+00:00,-149.7,call,reference-session last trade,7990.0,7740.847104954341,0.9977591759338174,8.0,8.3,10.36,275.0,14.0,10.36,0.031679633080683625,0.1041140598339174,0.0006529068419225509,356.2065114058191,1.9068794578747656,0.005353297586697664
2026-09-18,0.06023271731690623,SPXW260918C08005000,2026-08-27T17:40:01+00:00,-139.98333333333332,call,reference-session last trade,8005.0,7740.847104954341,0.9977591759338174,6.5,6.8,8.9,127.0,41.0,8.9,0.03355521975117844,0.10416685682479478,0.0006535691973625201,324.9343213297916,1.9068794578747656,0.005868507365029566
2026-09-18,0.06023271731690623,SPXW260918C08010000,2026-08-27T18:56:12+00:00,-63.8,call,reference-session last trade,8010.0,7740.847104954341,0.9977591759338174,5.9,6.2,6.1,407.0,102.0,6.1,0.03417963438276818,0.09613376065899339,0.0005566526999197638,269.3427211391725,1.9068794578747656,0.0070797512173698535
2026-09-18,0.06023271731690623,SPX260918C08015000,2026-08-27T16:52:16+00:00,-187.73333333333332,call,reference-session last trade,8015.0,7740.847104954341,0.9977591759338174,5.4,5.8,6.87,319.0,1.0,6.87,0.03480365936401671,0.10026618413914166,0.0006055380396992027,283.0038073025208,1.9068794578747656,0.006737999308385208
2026-09-18,0.06023271731690623,SPXW260918C08020000,2026-08-27T19:41:29+00:00,-18.516666666666666,call,reference-session last trade,8020.0,7740.847104954341,0.9977591759338174,5.3,5.6,5.72,251.0,124.0,5.72,0.035427295180923454,0.09733577765058364,0.0005706600395306362,256.2802214988742,1.9068794578747656,0.007440603284647709
2026-09-18,0.06023271731690623,SPX260918C08045000,2026-08-27T15:55:38+00:00,-244.36666666666667,call,reference-session last trade,8045.0,7740.847104954341,0.9977591759338174,3.7,3.9,4.26,328.0,250.0,4.26,0.03853965374684697,0.09744992292898594,0.0005719992458180331,210.43312293297052,1.9068794578747656,0.009061688727026904
2026-09-18,0.06023271731690623,SPX260918C08080000,2026-08-27T17:08:38+00:00,-171.36666666666667,call,reference-session last trade,8080.0,7740.847104954341,0.9977591759338174,2.5,2.7,3.55,1444.0,1.0,3.55,0.04288074583550435,0.10228089796371886,0.000630117470066592,179.579205360228,1.9068794578747656,0.01061859837306691
2026-09-18,0.06023271731690623,SPXW260918C08110000,2026-08-27T19:46:48+00:00,-13.2,call,reference-session last trade,8110.0,7740.847104954341,0.9977591759338174,1.95,2.15,2.25,352.0,123.0,2.25,0.0465867414298219,0.10073717537953525,0.0006112403205361789,131.12971732928355,1.9068794578747656,0.014541932192886122
2026-09-18,0.06023271731690623,SPX260918C08125000,2026-08-27T17:08:08+00:00,-171.86666666666667,call,reference-session last trade,8125.0,7740.847104954341,0.9977591759338174,1.5,1.8,2.22,3703.0,4.0,2.22,0.04843460151830142,0.10379303055638857,0.0006488866535954745,127.07889158555939,1.9068794578747656,0.01500547757446331
2026-09-18,0.06023271731690623,SPX260918C08240000,2026-08-27T20:05:50+00:00,5.833333333333333,call,reference-session last trade,8240.0,7740.847104954341,0.9977591759338174,0.6,0.85,0.85,193.0,4.0,0.85,0.0624892172238807,0.11171365853828595,0.0007517007887424845,58.09544861478733,1.9068794578747656,0.03282321598923668
2026-09-18,0.06023271731690623,SPX260918C08250000,2026-08-27T16:37:06+00:00,-202.9,call,reference-session last trade,8250.0,7740.847104954341,0.9977591759338174,0.65,0.8,0.77,11748.0,4.0,0.77,0.06370207364908999,0.11214486000320781,0.0007575149397756597,53.60306736909184,1.9068794578747656,0.0355740734899491
2026-09-18,0.06023271731690623,SPX260918C08260000,2026-08-27T14:11:37+00:00,-348.3833333333333,call,reference-session last trade,8260.0,7740.847104954341,0.9977591759338174,0.55,0.8,0.72,119.0,1.0,0.72,0.06491346083538707,0.11302708691360305,0.000769480334773043,50.53273243765397,1.9068794578747656,0.037735530336251384
2026-09-18,0.06023271731690623,SPXW260918C08275000,2026-08-27T19:54:50+00:00,-5.166666666666667,call,reference-session last trade,8275.0,7740.847104954341,0.9977591759338174,0.65,0.75,0.77,143.0,6.0,0.77,0.06672779456562686,0.1167559887078025,0.000821090047312808,51.94477824060697,1.9068794578747656,0.0367097429705474
2026-09-18,0.06023271731690623,SPXW260918C08280000,2026-08-27T15:30:04+00:00,-269.93333333333334,call,reference-session last trade,8280.0,7740.847104954341,0.9977591759338174,0.6,0.75,0.78,69.0,20.0,0.78,0.0673318416996687,0.1178666577281317,0.0008367859769692321,52.08898193735185,1.9068794578747656,0.036608115324046765
2026-09-18,0.06023271731690623,SPXW260918C08300000,2026-08-27T18:09:43+00:00,-110.28333333333333,call,reference-session last trade,8300.0,7740.847104954341,0.9977591759338174,0.55,0.7,0.76,633.0,45.0,0.76,0.06974438810505261,0.12113165794572942,0.0008837873463298733,49.95512205658406,1.9068794578747656,0.038171850640557885
2026-09-18,0.06023271731690623,SPXW260918C08340000,2026-08-27T17:10:14+00:00,-169.76666666666668,call,reference-session last trade,8340.0,7740.847104954341,0.9977591759338174,0.45,0.6,0.75,57.0,5.0,0.75,0.07455208967315577,0.1281600847655229,0.00098932282326169,47.29799456627035,1.9068794578747656,0.040316285613399346
2026-09-18,0.06023271731690623,SPX260918C08350000,2026-08-27T15:31:43+00:00,-268.28333333333336,call,reference-session last trade,8350.0,7740.847104954341,0.9977591759338174,0.4,0.55,0.57,3405.0,1.0,0.57,0.0757504121652645,0.1257310630385671,0.0009521768779788608,38.586777640873805,1.9068794578747656,0.04941795025285724
2026-09-18,0.06023271731690623,SPXW260918C08360000,2026-08-27T15:31:22+00:00,-268.6333333333333,call,reference-session last trade,8360.0,7740.847104954341,0.9977591759338174,0.4,0.6,0.58,88.0,2.0,0.58,0.07694730039911064,0.12773446839216454,0.0009827627026404802,38.64034459283909,1.9068794578747656,0.049349442350163523
2026-09-18,0.06023271731690623,SPX260918C08375000,2026-08-27T15:13:23+00:00,-286.6166666666667,call,reference-session last trade,8375.0,7740.847104954341,0.9977591759338174,0.35,0.5,0.49,1373.0,80.0,0.49,0.07873995101363042,0.12783372567621998,0.000984290626271834,33.72015035325697,1.9068794578747656,0.056550146956583294
2026-09-18,0.06023271731690623,SPX260918C08380000,2026-08-27T15:56:16+00:00,-243.73333333333332,call,reference-session last trade,8380.0,7740.847104954341,0.9977591759338174,0.35,0.5,0.53,156.0,70.0,0.53,0.07933678779649206,0.1298471965353843,0.0010155413493721335,35.47598128846717,1.9068794578747656,0.053751281532405985
2026-09-18,0.06023271731690623,SPX260918C08390000,2026-08-27T19:09:00+00:00,-51.0,call,reference-session last trade,8390.0,7740.847104954341,0.9977591759338174,0.3,0.45,0.45,303.0,60.0,0.45,0.0805293937816152,0.1291505718950061,0.0010046739078925584,31.219622386984856,1.9068794578747656,0.06107951704981942
2026-09-18,0.06023271731690623,SPXW260918C08400000,2026-08-27T18:09:43+00:00,-110.28333333333333,call,reference-session last trade,8400.0,7740.847104954341,0.9977591759338174,0.35,0.5,0.54,750.0,39.0,0.54,0.08172057915176832,0.13356281075919316,0.00107449291497252,35.212833701154935,1.9068794578747656,0.054152968035975545
2026-09-18,0.06023271731690623,SPXW260918C08410000,2026-08-27T17:34:44+00:00,-145.26666666666668,call,reference-session last trade,8410.0,7740.847104954341,0.9977591759338174,0.35,0.5,0.6,11.0,3.0,0.6,0.08291034728735708,0.13693093451664504,0.0011293683181580784,37.572745706492974,1.9068794578747656,0.05075166645447571
2026-09-18,0.06023271731690623,SPXW260918C08420000,2026-08-27T15:29:34+00:00,-270.43333333333334,call,reference-session last trade,8420.0,7740.847104954341,0.9977591759338174,0.3,0.5,0.47,30.0,1.0,0.47,0.08409870155673575,0.1348499526224393,0.00109530243364827,31.23767862994423,1.9068794578747656,0.06104421139818129
2026-09-18,0.06023271731690623,SPX260918C08460000,2026-08-27T16:33:46+00:00,-206.23333333333332,call,reference-session last trade,8460.0,7740.847104954341,0.9977591759338174,0.2,0.45,0.42,252.0,46.0,0.42,0.08883804692063231,0.1398152926479254,0.0011774481951566061,27.693205094757637,1.9068794578747656,0.06885730457525628
2026-09-18,0.06023271731690623,SPX260918C08675000,2026-08-27T17:13:13+00:00,-166.78333333333333,call,reference-session last trade,8675.0,7740.847104954341,0.9977591759338174,0.05,0.25,0.25,347.0,1.0,0.25,0.11393419913542321,0.1655977943043282,0.001651739489462256,15.730178949096633,1.9068794578747656,0.12122426986021514
2026-09-18,0.06023271731690623,SPX260918C09100000,2026-08-27T17:10:46+00:00,-169.23333333333332,call,reference-session last trade,9100.0,7740.847104954341,0.9977591759338174,0.0,0.15,0.15,2334.0,8.0,0.15,0.16176328682530466,0.2170986171636133,0.002838876962726267,8.166899240570388,1.9068794578747656,0.2334887944254332
2026-11-20,0.2327173169062286,SPX261120P05500000,2026-08-27T17:45:42+00:00,-134.3,put,reference-session last trade,5500.0,7784.275443957282,0.9999999999999999,8.6,9.1,8.56,9700.0,1.0,2292.8354439572813,-0.3473576379335596,0.3535479494584087,0.02908876924881825,157.69957109252297,8.984556042718282,0.056972609249818486
2026-11-20,0.2327173169062286,SPX261120P05550000,2026-08-27T20:10:00+00:00,10.0,put,reference-session last trade,5550.0,7784.275443957282,0.9999999999999999,9.0,9.3,9.3,1054.0,83.0,2243.5754439572815,-0.33830780241364167,0.3499759810611375,0.0285039587191649,169.2854356070458,8.984556042718282,0.05307341420424202
2026-11-20,0.2327173169062286,SPX261120P05625000,2026-08-27T19:36:53+00:00,-23.116666666666667,put,reference-session last trade,5625.0,7784.275443957282,0.9999999999999999,9.8,10.1,9.8,678.0,5.0,2169.0754439572815,-0.324884782081501,0.340696177995644,0.027012403243179633,179.90047129449533,8.984556042718282,0.049941814927269707
2026-11-20,0.2327173169062286,SPX261120P05675000,2026-08-27T19:54:59+00:00,-5.016666666666667,put,reference-session last trade,5675.0,7784.275443957282,0.9999999999999999,10.2,10.6,10.2,265.0,1.0,2119.475443957281,-0.31603516680451843,0.3347971940752342,0.02608508883957632,187.95622994938506,8.984556042718282,0.047801320792280964
2026-11-20,0.2327173169062286,SPX261120P05700000,2026-08-27T19:58:12+00:00,-1.8,put,reference-session last trade,5700.0,7784.275443957282,0.9999999999999999,10.6,10.9,10.5,2699.0,3.0,2094.7754439572814,-0.31163955533148047,0.3323369496847971,0.025703126873901725,193.1902453461652,8.984556042718282,0.046506261362313776
2026-11-20,0.2327173169062286,SPX261120P05725000,2026-08-27T20:10:11+00:00,10.183333333333334,put,reference-session last trade,5725.0,7784.275443957282,0.9999999999999999,10.8,11.2,11.0,371.0,15.0,2070.2754439572814,-0.3072631807316816,0.3308349978526775,0.025471328250117442,200.71145495877346,8.984556042718282,0.0447635439868827
2026-11-20,0.2327173169062286,SPX261120P05775000,2026-08-27T19:54:59+00:00,-5.016666666666667,put,reference-session last trade,5775.0,7784.275443957282,0.9999999999999999,11.3,11.6,11.3,437.0,1.0,2020.5754439572815,-0.2985674737641276,0.32422217076622484,0.02446324808046779,208.02263666760965,8.984556042718282,0.0431902805706396
2026-11-20,0.2327173169062286,SPX261120P05850000,2026-08-27T14:04:04+00:00,-355.93333333333334,put,reference-session last trade,5850.0,7784.275443957282,0.9999999999999999,12.3,12.7,12.91,813.0,1.0,1947.1854439572817,-0.28566406892821977,0.3193883284423854,0.023739238519763967,232.15395113038224,8.984556042718282,0.0387008534594028
2026-11-20,0.2327173169062286,SPX261120P05975000,2026-08-27T19:50:15+00:00,-9.75,put,reference-session last trade,5975.0,7784.275443957282,0.9999999999999999,14.0,14.4,14.05,449.0,2.0,1823.3254439572815,-0.2645216323544104,0.3037470898036052,0.021471033642583296,256.6128121095269,8.984556042718282,0.03501211014703161
2026-11-20,0.2327173169062286,SPX261120P06000000,2026-08-27T19:49:13+00:00,-10.783333333333333,put,reference-session last trade,6000.0,7784.275443957282,0.9999999999999999,14.2,14.6,14.3,15858.0,16.0,1798.5754439572815,-0.26034626094392993,0.30065541594313056,0.02103617447379776,261.9401093700941,8.984556042718282,0.03430003928884385
2026-11-20,0.2327173169062286,SPX261120P06025000,2026-08-27T19:56:06+00:00,-3.9,put,reference-session last trade,6025.0,7784.275443957282,0.9999999999999999,14.8,15.2,14.7,277.0,1.0,1773.9754439572816,-0.2561882507952662,0.2981048705969987,0.020680776671486746,268.93779428280004,8.984556042718282,0.033407562022579176
2026-11-20,0.2327173169062286,SPXW261120P06100000,2026-08-27T17:10:20+00:00,-169.66666666666666,put,reference-session last trade,6100.0,7784.275443957282,0.9999999999999999,16.1,16.5,16.14,802.0,1.0,1700.4154439572817,-0.24381695899271924,0.2910227343500509,0.019709814407198697,292.81366141431994,8.984556042718282,0.03068352753529995
2026-11-20,0.2327173169062286,SPX261120P06125000,2026-08-27T19:58:12+00:00,-1.8,put,reference-session last trade,6125.0,7784.275443957282,0.9999999999999999,16.4,16.9,16.4,1074.0,36.0,1675.6754439572817,-0.23972697374119423,0.28782068918003206,0.019278476865724387,298.62447045652107,8.984556042718282,0.030086469568227865
2026-11-20,0.2327173169062286,SPXW261120P06200000,2026-08-27T19:59:30+00:00,-0.5,put,reference-session last trade,6200.0,7784.275443957282,0.9999999999999999,18.0,18.3,18.2,199.0,24.0,1602.4754439572816,-0.22755643812093898,0.28128779837990703,0.018413251660452552,326.9385219418127,8.984556042718282,0.02748087312977245
