expiration,maturity_years,forward,discount,implied_continuous_rate,discount_at_lower_bound,discount_at_upper_bound,parity_rmse,parity_median_absolute_error,parity_pairs,median_call_put_time_gap_minutes
2026-09-18,0.06023271731690623,7740.847104954341,0.9977591759338174,0.03724451708783293,False,False,4.936009475069778,1.9068794578747656,7,123.18333333333334
2026-11-20,0.2327173169062286,7784.275443957282,0.9999999999999999,4.77069364405104e-16,False,True,11.107664251384175,8.984556042718282,7,289.01666666666665
2027-02-19,0.48186173853524983,7872.540685916134,0.9667337519337799,0.070211334135608,False,False,1.9225342050170713,1.5740639480344782,5,71.05
2027-08-20,0.9801505817932923,8011.143252787216,0.9485520038534404,0.05388831534982782,False,False,6.043164661942744,3.1920442758809315,10,48.175
