,observations,annualized_geometric_return,annualized_volatility,sharpe_ratio,max_drawdown,period_VaR_95_loss,period_ES_95_loss,period_VaR_99_loss,period_ES_99_loss,skewness,excess_kurtosis,average_monthly_turnover
robust_minimum_variance_net,636.0,0.03201517436145074,0.03600016122639181,0.8893064161607235,-0.1171764888002057,0.013207630561406445,0.02184791696380889,0.026750533356565593,0.03276002586770264,0.008537429106610634,2.951483571370638,0.0065246045523073715
equal_weight_factors,636.0,0.04468961128530147,0.041411717422071385,1.079153777415738,-0.12369187004307192,0.014333333333333333,0.025689583333333335,0.029101666666666647,0.0452,-0.40775593196854265,4.194727693664991,0.0
